product_sku,category_code,warehouse_code,quantity,transaction_type
SKU07258,CAT0297,WH0133,15,IN
SKU02224,CAT0105,WH0526,5,IN
SKU03493,CAT0748,WH0188,12,IN
SKU04587,CAT0564,WH0965,-12,OUT
SKU04025,CAT0369,WH0371,15,IN
SKU06050,CAT0621,WH0408,-9,OUT
SKU02047,CAT0626,WH0048,11,IN
SKU04134,CAT0734,WH0709,10,IN
SKU04593,CAT0241,WH0608,-4,OUT
SKU03669,CAT0032,WH0328,14,IN
SKU03182,CAT0618,WH0214,11,IN
SKU08773,CAT0431,WH0237,9,IN
SKU07782,CAT0074,WH0782,-12,OUT
SKU01423,CAT0011,WH0260,-5,OUT
SKU07622,CAT0688,WH0235,14,IN
SKU00177,CAT0600,WH0627,6,IN
SKU03655,CAT0686,WH0803,-4,OUT
SKU02959,CAT0291,WH0465,-6,OUT
SKU03189,CAT0920,WH0300,-11,OUT
SKU01195,CAT0948,WH0903,-19,OUT
SKU04597,CAT0218,WH0308,-13,OUT
SKU04125,CAT0873,WH0419,9,IN
SKU03670,CAT0989,WH0759,-15,OUT
SKU06103,CAT0438,WH0250,17,IN
SKU08906,CAT0511,WH0948,18,IN
SKU01839,CAT0524,WH0854,11,IN
SKU03531,CAT0241,WH0965,-4,OUT
SKU08946,CAT0868,WH0814,-13,OUT
SKU00931,CAT0871,WH0597,13,IN
SKU06740,CAT0078,WH0512,18,IN
SKU01505,CAT0328,WH0579,9,IN
SKU04781,CAT0316,WH0784,-12,OUT
SKU08277,CAT0254,WH0156,14,IN
SKU02639,CAT0549,WH0944,-1,OUT
SKU06773,CAT0905,WH0436,11,IN
SKU07826,CAT0676,WH0270,17,IN
SKU00501,CAT0263,WH0120,-7,OUT
SKU01295,CAT0765,WH0290,-11,OUT
SKU04244,CAT0585,WH0599,-8,OUT
SKU00511,CAT0148,WH0376,18,IN
SKU06677,CAT0530,WH0449,3,IN
SKU02573,CAT0554,WH0304,-7,OUT
SKU01036,CAT0746,WH0126,15,IN
SKU05358,CAT0439,WH0389,5,IN
SKU05206,CAT0592,WH0174,-6,OUT
SKU07992,CAT0004,WH0722,5,IN
SKU07551,CAT0557,WH0351,-9,OUT
SKU08562,CAT0698,WH0371,16,IN
SKU07436,CAT0911,WH0386,19,IN
SKU07681,CAT0388,WH0228,-17,OUT
SKU02003,CAT0072,WH0802,-6,OUT
SKU04020,CAT0044,WH0427,-7,OUT
SKU08244,CAT0314,WH0141,10,IN
SKU06336,CAT0033,WH0757,-17,OUT
SKU03740,CAT0217,WH0826,5,IN
SKU02728,CAT0356,WH0645,15,IN
SKU06024,CAT0994,WH0686,-8,OUT
SKU01279,CAT0365,WH0533,17,IN
SKU01576,CAT0091,WH0828,1,IN
SKU05094,CAT0322,WH0328,-8,OUT
SKU00653,CAT0492,WH0391,-16,OUT
SKU02272,CAT0261,WH0629,-18,OUT
SKU03801,CAT1000,WH0367,18,IN
SKU01978,CAT0025,WH0850,2,IN
SKU06121,CAT0492,WH0277,-5,OUT
SKU01950,CAT0414,WH0400,8,IN
SKU07476,CAT0073,WH0728,-3,OUT
SKU09527,CAT0829,WH0170,12,IN
SKU05419,CAT0686,WH0562,-6,OUT
SKU02843,CAT0328,WH0070,2,IN
SKU02825,CAT0391,WH0573,-19,OUT
SKU05192,CAT0264,WH0407,10,IN
SKU06666,CAT0991,WH1000,-19,OUT
SKU08171,CAT0701,WH0159,-20,OUT
SKU00829,CAT0563,WH0965,-17,OUT
SKU05338,CAT0246,WH0156,-14,OUT
SKU09240,CAT0844,WH0634,-20,OUT
SKU04529,CAT0653,WH0877,-17,OUT
SKU06767,CAT0786,WH0616,-18,OUT
SKU00717,CAT0607,WH0502,2,IN
SKU01061,CAT0517,WH0261,-7,OUT
SKU07077,CAT0317,WH0405,7,IN
SKU03791,CAT0665,WH0817,-8,OUT
SKU02865,CAT0997,WH0672,11,IN
SKU03488,CAT0045,WH0930,-5,OUT
SKU01061,CAT0517,WH0028,-5,OUT
SKU06604,CAT0510,WH0174,9,IN
SKU09034,CAT0651,WH0637,-2,OUT
SKU02117,CAT0944,WH0915,5,IN
SKU06847,CAT0736,WH0297,19,IN
SKU06460,CAT0587,WH0610,-9,OUT
SKU00155,CAT0988,WH0683,-3,OUT
SKU08095,CAT0332,WH0166,-17,OUT
SKU03696,CAT0553,WH0113,13,IN
SKU04512,CAT0217,WH0045,4,IN
SKU02335,CAT0024,WH0166,-4,OUT
SKU07149,CAT0698,WH0583,-11,OUT
SKU03697,CAT0087,WH0763,6,IN
SKU02565,CAT0260,WH0383,13,IN
SKU05545,CAT0837,WH0796,17,IN
SKU02778,CAT0652,WH0798,-6,OUT
SKU06218,CAT0024,WH0433,-20,OUT
SKU02575,CAT0354,WH0240,-6,OUT
SKU06242,CAT0566,WH0915,-17,OUT
SKU05437,CAT0656,WH0482,9,IN
SKU08597,CAT0356,WH0260,-14,OUT
SKU02961,CAT0301,WH0293,16,IN
SKU09772,CAT0995,WH0312,15,IN
SKU04251,CAT0288,WH0755,13,IN
SKU09846,CAT0935,WH0689,7,IN
SKU08788,CAT0713,WH0972,-7,OUT
SKU05094,CAT0322,WH0442,13,IN
SKU00903,CAT0435,WH0968,-8,OUT
SKU09784,CAT0896,WH0526,1,IN
SKU02144,CAT0518,WH0617,-9,OUT
SKU02472,CAT0631,WH0636,-9,OUT
SKU06491,CAT0168,WH0204,-1,OUT
SKU01923,CAT0690,WH0291,-3,OUT
SKU07709,CAT0500,WH0531,20,IN
SKU07567,CAT0895,WH0721,-15,OUT
SKU01629,CAT0357,WH0896,-7,OUT
SKU09107,CAT0034,WH0322,-11,OUT
SKU00622,CAT0225,WH0061,-3,OUT
SKU07427,CAT0293,WH0989,-17,OUT
SKU02545,CAT0164,WH1000,-11,OUT
SKU04031,CAT0988,WH0668,-1,OUT
SKU00335,CAT0137,WH0970,-18,OUT
SKU00643,CAT0943,WH0252,-3,OUT
SKU07455,CAT0200,WH0838,-18,OUT
SKU02340,CAT0701,WH0218,8,IN
SKU09544,CAT0975,WH0490,16,IN
SKU01044,CAT0422,WH0095,8,IN
SKU01398,CAT0268,WH0651,-2,OUT
SKU08133,CAT0645,WH0967,-14,OUT
SKU07865,CAT0093,WH0761,12,IN
SKU03600,CAT0311,WH0284,6,IN
SKU09763,CAT0547,WH0202,-3,OUT
SKU08513,CAT0357,WH0313,13,IN
SKU04619,CAT0027,WH0868,-12,OUT
SKU05198,CAT0832,WH0526,-18,OUT
SKU02285,CAT0272,WH0456,8,IN
SKU01798,CAT0571,WH0332,-20,OUT
SKU08752,CAT0084,WH0127,14,IN
SKU06912,CAT0242,WH0264,19,IN
SKU05500,CAT0278,WH0222,6,IN
SKU03333,CAT0964,WH0757,12,IN
SKU03182,CAT0618,WH0531,-1,OUT
SKU08392,CAT0703,WH0073,-6,OUT
SKU04037,CAT0640,WH0416,3,IN
SKU00823,CAT0487,WH0088,5,IN
SKU03402,CAT0154,WH0807,-2,OUT
SKU05371,CAT0553,WH0517,19,IN
SKU00675,CAT0780,WH0321,-10,OUT
SKU02813,CAT0624,WH0249,-14,OUT
SKU04640,CAT0936,WH0954,-7,OUT
SKU02772,CAT0053,WH0278,14,IN
SKU08880,CAT0821,WH0392,-2,OUT
SKU08128,CAT0271,WH0921,19,IN
SKU09241,CAT0581,WH0365,4,IN
SKU08543,CAT0761,WH0452,-4,OUT
SKU01433,CAT0113,WH0149,4,IN
SKU04653,CAT0927,WH0499,12,IN
SKU05278,CAT0407,WH0991,6,IN
SKU05436,CAT0389,WH0903,7,IN
SKU04211,CAT0209,WH0811,16,IN
SKU05883,CAT0219,WH0328,-17,OUT
SKU08209,CAT0218,WH0363,7,IN
SKU03764,CAT0497,WH0558,11,IN
SKU09557,CAT0482,WH0230,-20,OUT
SKU09556,CAT0968,WH0467,1,IN
SKU07235,CAT0640,WH0294,-18,OUT
SKU03640,CAT0292,WH0375,-20,OUT
SKU07309,CAT0086,WH0270,-14,OUT
SKU09793,CAT0471,WH0119,19,IN
SKU00834,CAT0370,WH0421,-17,OUT
SKU04797,CAT0627,WH0151,8,IN
SKU00574,CAT0517,WH0648,4,IN
SKU06837,CAT0165,WH0842,6,IN
SKU00342,CAT0028,WH0092,-4,OUT
SKU09440,CAT0492,WH0144,15,IN
SKU01490,CAT0881,WH0933,-10,OUT
SKU04939,CAT0559,WH0760,-10,OUT
SKU07280,CAT0138,WH0757,16,IN
SKU07533,CAT0460,WH0472,-16,OUT
SKU04414,CAT0763,WH0239,-20,OUT
SKU04461,CAT0703,WH0438,15,IN
SKU02655,CAT0855,WH0478,2,IN
SKU08602,CAT0627,WH0599,-6,OUT
SKU04910,CAT0834,WH0780,15,IN
SKU03533,CAT0679,WH0180,-1,OUT
SKU03441,CAT0058,WH0960,-16,OUT
SKU08652,CAT0616,WH0763,12,IN
SKU06388,CAT0893,WH0710,4,IN
SKU00767,CAT0776,WH0050,6,IN
SKU02321,CAT0151,WH0694,-6,OUT
SKU08023,CAT0248,WH0289,-17,OUT
SKU03444,CAT0492,WH0929,3,IN
SKU08968,CAT0494,WH0610,-16,OUT
SKU02908,CAT0724,WH0849,-7,OUT
SKU02624,CAT0842,WH0876,17,IN
SKU03395,CAT0001,WH0747,12,IN
SKU07064,CAT0167,WH0751,-15,OUT
SKU08065,CAT0897,WH0590,17,IN
SKU03692,CAT0453,WH0428,-9,OUT
SKU08191,CAT0846,WH0954,-15,OUT
SKU06073,CAT0467,WH0037,13,IN
SKU05571,CAT0369,WH0882,6,IN
SKU09937,CAT0451,WH0598,5,IN
SKU05023,CAT0717,WH0383,-1,OUT
SKU08471,CAT0999,WH0648,9,IN
SKU05909,CAT0930,WH0017,-5,OUT
SKU01098,CAT0540,WH0942,-18,OUT
SKU03925,CAT0739,WH0985,-3,OUT
SKU02902,CAT0112,WH0510,-13,OUT
SKU00289,CAT0222,WH0725,-18,OUT
SKU00083,CAT0109,WH0572,-2,OUT
SKU04961,CAT0648,WH0356,4,IN
SKU07705,CAT0339,WH0153,-14,OUT
SKU02342,CAT0369,WH0264,18,IN
SKU03072,CAT0560,WH0964,13,IN
SKU06158,CAT0146,WH0458,14,IN
SKU05649,CAT0819,WH0677,-20,OUT
SKU00120,CAT0539,WH0303,16,IN
SKU04414,CAT0763,WH0324,15,IN
SKU02532,CAT0898,WH0355,20,IN
SKU01078,CAT0111,WH0537,-13,OUT
SKU06879,CAT0747,WH0229,5,IN
SKU05533,CAT0267,WH0903,-18,OUT
SKU04677,CAT0486,WH0086,18,IN
SKU07741,CAT0605,WH0738,17,IN
SKU00892,CAT0247,WH0940,-9,OUT
SKU02986,CAT0328,WH0836,-11,OUT
SKU09545,CAT0153,WH0260,3,IN
SKU04374,CAT0440,WH0124,-15,OUT
SKU02331,CAT0928,WH0996,-18,OUT
SKU05468,CAT0252,WH0106,15,IN
SKU09230,CAT0362,WH0945,-11,OUT
SKU02153,CAT0801,WH0515,-15,OUT
SKU04621,CAT0708,WH0051,3,IN
SKU01578,CAT0687,WH0271,-8,OUT
SKU01976,CAT0910,WH0083,10,IN
SKU06617,CAT0344,WH0414,-4,OUT
SKU09284,CAT0980,WH0308,18,IN
SKU09324,CAT0187,WH0654,7,IN
SKU07238,CAT0049,WH0276,-13,OUT
SKU09760,CAT0512,WH0048,6,IN
SKU05408,CAT0937,WH0619,-20,OUT
SKU07450,CAT0669,WH0064,-5,OUT
SKU03670,CAT0989,WH0999,-19,OUT
SKU06167,CAT0160,WH0094,17,IN
SKU02791,CAT0097,WH0644,-17,OUT
SKU00774,CAT0698,WH0649,-19,OUT
SKU06366,CAT0447,WH0458,-1,OUT
SKU00741,CAT0734,WH0764,-17,OUT
SKU05566,CAT0344,WH0616,-5,OUT
SKU04053,CAT0373,WH0162,-9,OUT
SKU01601,CAT0915,WH0255,-16,OUT
SKU05288,CAT0398,WH0635,-7,OUT
SKU05136,CAT0704,WH0394,-5,OUT
SKU07639,CAT0484,WH0741,-19,OUT
SKU08580,CAT0337,WH0068,6,IN
SKU08600,CAT0896,WH0943,-9,OUT
SKU05173,CAT0059,WH0692,16,IN
SKU04621,CAT0708,WH0523,5,IN
SKU07310,CAT0025,WH0981,19,IN
SKU04327,CAT0270,WH0177,-4,OUT
SKU04281,CAT0885,WH0435,2,IN
SKU05983,CAT0447,WH0682,11,IN
SKU01153,CAT0381,WH0672,6,IN
SKU09362,CAT0628,WH0191,-6,OUT
SKU09583,CAT0009,WH0190,-5,OUT
SKU06951,CAT0610,WH0565,-10,OUT
SKU03954,CAT0157,WH0878,17,IN
SKU00727,CAT0051,WH0137,11,IN
SKU06994,CAT0331,WH0001,-13,OUT
SKU03979,CAT0056,WH0530,11,IN
SKU08808,CAT0363,WH0338,-7,OUT
SKU04619,CAT0027,WH0267,13,IN
SKU00738,CAT0929,WH0362,-12,OUT
SKU02810,CAT0773,WH0334,13,IN
SKU06147,CAT0174,WH0891,5,IN
SKU07217,CAT0028,WH0172,3,IN
SKU07680,CAT0948,WH0521,-5,OUT
SKU08170,CAT0639,WH0485,-1,OUT
SKU00540,CAT0650,WH0313,1,IN
SKU01230,CAT0938,WH0910,15,IN
SKU04728,CAT0860,WH0876,-17,OUT
SKU05746,CAT0495,WH0475,-12,OUT
SKU05183,CAT0373,WH0616,-19,OUT
SKU06428,CAT0571,WH0366,2,IN
SKU03332,CAT0125,WH0577,-4,OUT
SKU01327,CAT0387,WH0874,-17,OUT
SKU02360,CAT0571,WH0003,18,IN
SKU02713,CAT0117,WH0966,-2,OUT
SKU01144,CAT0018,WH0530,-5,OUT
SKU07489,CAT0213,WH0106,14,IN
SKU07586,CAT0222,WH0983,-5,OUT
SKU05956,CAT0967,WH0267,-14,OUT
SKU00006,CAT0848,WH0368,-2,OUT
SKU09682,CAT0231,WH0879,-19,OUT
SKU04602,CAT0208,WH0599,15,IN
SKU02781,CAT0372,WH0552,12,IN
SKU00634,CAT0545,WH0316,4,IN
SKU00914,CAT0772,WH0182,-11,OUT
SKU06325,CAT0039,WH0020,6,IN
SKU09470,CAT0788,WH0311,1,IN
SKU07504,CAT0400,WH0295,7,IN
SKU06107,CAT0312,WH0645,13,IN
SKU03950,CAT0982,WH0642,18,IN
SKU07447,CAT0386,WH0419,12,IN
SKU03012,CAT0577,WH0277,14,IN
SKU00402,CAT0617,WH0894,16,IN
SKU01347,CAT0848,WH0468,13,IN
SKU01043,CAT0430,WH0925,-6,OUT
SKU02585,CAT0638,WH0458,-5,OUT
SKU07611,CAT0893,WH0798,8,IN
SKU06122,CAT0171,WH0399,-16,OUT
SKU06766,CAT0985,WH0665,-11,OUT
SKU07484,CAT0266,WH0065,14,IN
SKU07286,CAT0208,WH0772,9,IN
SKU06673,CAT0209,WH0999,-16,OUT
SKU09499,CAT0087,WH0003,-16,OUT
SKU05286,CAT0046,WH0703,20,IN
SKU01666,CAT0397,WH0433,14,IN
SKU06189,CAT0647,WH0405,-7,OUT
SKU06502,CAT0049,WH0923,5,IN
SKU01574,CAT0867,WH0175,-3,OUT
SKU02371,CAT0215,WH0765,17,IN
SKU06430,CAT0937,WH0660,-14,OUT
SKU00216,CAT0102,WH0596,5,IN
SKU01038,CAT0554,WH0170,9,IN
SKU02638,CAT0226,WH0064,-7,OUT
SKU02112,CAT0079,WH0176,19,IN
SKU08439,CAT0523,WH0869,6,IN
SKU09034,CAT0651,WH0889,-8,OUT
SKU04534,CAT0246,WH0589,-20,OUT
SKU05610,CAT0700,WH0793,17,IN
SKU01666,CAT0397,WH0918,-1,OUT
SKU05604,CAT0023,WH0821,-7,OUT
SKU04897,CAT0099,WH0436,-10,OUT
SKU00346,CAT0043,WH0729,-16,OUT
SKU03730,CAT0540,WH0316,-20,OUT
SKU08797,CAT0817,WH0641,4,IN
SKU00844,CAT0145,WH0576,8,IN
SKU08876,CAT0823,WH0015,6,IN
SKU04950,CAT0406,WH0513,-3,OUT
SKU06413,CAT0920,WH0015,11,IN
SKU02027,CAT0650,WH0094,-1,OUT
SKU07412,CAT0037,WH0831,-7,OUT
SKU08465,CAT0270,WH0130,-13,OUT
SKU00141,CAT0548,WH0409,20,IN
SKU01184,CAT0473,WH0221,-14,OUT
SKU00444,CAT0594,WH0271,18,IN
SKU02785,CAT0830,WH0881,20,IN
SKU02485,CAT0070,WH0222,10,IN
SKU01990,CAT0069,WH0563,5,IN
SKU06424,CAT0006,WH0027,-18,OUT
SKU07269,CAT0230,WH0292,11,IN
SKU00308,CAT0288,WH0067,-16,OUT
SKU03462,CAT0488,WH0204,-5,OUT
SKU08937,CAT0750,WH0857,-18,OUT
SKU07779,CAT0234,WH0779,14,IN
SKU01805,CAT0064,WH0124,18,IN
SKU00808,CAT0414,WH0729,-16,OUT
SKU00509,CAT0511,WH0998,-12,OUT
SKU04920,CAT0912,WH0619,-18,OUT
SKU06714,CAT0972,WH0491,-12,OUT
SKU05212,CAT0635,WH0260,6,IN
SKU01424,CAT0591,WH0321,4,IN
SKU06569,CAT0263,WH0114,-5,OUT
SKU02600,CAT0305,WH0675,-12,OUT
SKU03271,CAT0894,WH0553,-19,OUT
SKU00707,CAT0390,WH0662,-15,OUT
SKU06235,CAT0093,WH0169,16,IN
SKU05733,CAT0522,WH0490,2,IN
SKU00359,CAT0086,WH0914,13,IN
SKU00667,CAT0942,WH0567,-9,OUT
SKU02814,CAT0118,WH0543,1,IN
SKU01539,CAT0478,WH0706,17,IN
SKU03602,CAT0230,WH0962,-1,OUT
SKU02725,CAT0755,WH0558,-9,OUT
SKU01591,CAT0589,WH0069,14,IN
SKU06096,CAT0321,WH0723,4,IN
SKU05265,CAT0609,WH0292,13,IN
SKU04046,CAT0458,WH0705,-20,OUT
SKU00300,CAT0761,WH0398,15,IN
SKU08803,CAT0092,WH0720,9,IN
SKU03974,CAT0699,WH0831,16,IN
SKU05093,CAT0166,WH0252,-10,OUT
SKU08624,CAT0582,WH0112,-2,OUT
SKU03054,CAT0008,WH0802,12,IN
SKU06076,CAT0230,WH0913,-12,OUT
SKU03158,CAT0276,WH0581,-11,OUT
SKU08413,CAT0068,WH0686,-12,OUT
SKU06220,CAT0370,WH0237,-3,OUT
SKU03364,CAT0801,WH0978,1,IN
SKU00674,CAT0602,WH0397,19,IN
SKU01836,CAT0115,WH0250,-20,OUT
SKU07724,CAT0119,WH0486,2,IN
SKU01437,CAT0321,WH0772,-20,OUT
SKU00997,CAT0429,WH0547,18,IN
SKU02507,CAT0778,WH0194,3,IN
SKU02444,CAT0430,WH0848,-16,OUT
SKU01982,CAT1000,WH0581,4,IN
SKU08594,CAT0034,WH0592,-13,OUT
SKU05173,CAT0059,WH0029,14,IN
SKU00538,CAT0001,WH0268,12,IN
SKU02887,CAT0055,WH0326,-6,OUT
SKU07323,CAT0787,WH0757,-3,OUT
SKU03389,CAT0175,WH0484,16,IN
SKU06004,CAT0289,WH0927,-13,OUT
SKU01279,CAT0365,WH0261,-13,OUT
SKU07573,CAT0260,WH0065,2,IN
SKU02735,CAT0931,WH0927,-13,OUT
SKU04850,CAT0133,WH0377,17,IN
SKU02503,CAT0785,WH0873,-7,OUT
SKU04883,CAT0349,WH0954,15,IN
SKU06389,CAT0337,WH0752,15,IN
SKU00464,CAT0855,WH0053,7,IN
SKU04133,CAT0939,WH0468,15,IN
SKU07874,CAT0564,WH0572,-4,OUT
SKU08368,CAT0514,WH0183,20,IN
SKU01458,CAT0522,WH0180,-6,OUT
SKU07447,CAT0386,WH0128,-4,OUT
SKU00322,CAT0218,WH0785,7,IN
SKU07689,CAT0174,WH0254,-4,OUT
SKU08583,CAT0036,WH0529,7,IN
SKU03796,CAT0327,WH0102,-11,OUT
SKU07175,CAT0752,WH0185,-7,OUT
SKU01339,CAT0111,WH0196,4,IN
SKU04367,CAT0173,WH0266,2,IN
SKU02707,CAT0895,WH0141,-17,OUT
SKU08764,CAT0163,WH0484,8,IN
SKU01724,CAT0720,WH0449,1,IN
SKU09508,CAT0762,WH0988,-4,OUT
SKU02401,CAT0725,WH0679,-2,OUT
SKU03545,CAT0164,WH0458,10,IN
SKU00687,CAT0615,WH0792,-17,OUT
SKU08568,CAT0859,WH0572,16,IN
SKU09950,CAT0076,WH0745,-13,OUT
SKU05342,CAT0028,WH0424,14,IN
SKU02391,CAT0646,WH0492,-19,OUT
SKU00911,CAT0200,WH0403,-7,OUT
SKU05513,CAT0937,WH0224,-11,OUT
SKU09617,CAT0694,WH0700,4,IN
SKU01082,CAT0900,WH0952,-3,OUT
SKU02624,CAT0842,WH0600,-6,OUT
SKU04445,CAT0656,WH0859,-7,OUT
SKU01547,CAT0137,WH0372,10,IN
SKU05163,CAT0441,WH0321,-2,OUT
SKU03879,CAT0181,WH0699,-1,OUT
SKU01794,CAT0505,WH0915,-19,OUT
SKU07147,CAT0349,WH0260,15,IN
SKU07395,CAT0729,WH0910,19,IN
SKU09533,CAT0929,WH0811,16,IN
SKU00741,CAT0734,WH0906,10,IN
SKU07139,CAT0798,WH0378,-14,OUT
SKU03258,CAT0303,WH0654,-6,OUT
SKU04854,CAT0865,WH0063,12,IN
SKU02722,CAT0981,WH0739,18,IN
SKU08624,CAT0582,WH0241,3,IN
SKU00157,CAT0797,WH0717,-6,OUT
SKU06522,CAT0085,WH0973,10,IN
SKU04132,CAT0696,WH0254,7,IN
SKU06881,CAT0410,WH0806,-8,OUT
SKU07216,CAT0671,WH0287,-11,OUT
SKU08621,CAT0828,WH0628,-2,OUT
SKU00640,CAT0584,WH0688,11,IN
SKU01494,CAT0269,WH0965,19,IN
SKU03501,CAT0854,WH0338,-19,OUT
SKU08387,CAT0912,WH0434,-1,OUT
SKU03940,CAT0275,WH0554,-9,OUT
SKU08380,CAT0928,WH0814,9,IN
SKU04637,CAT0648,WH0689,-11,OUT
SKU05277,CAT0579,WH0906,9,IN
SKU09698,CAT0041,WH0866,-11,OUT
SKU03405,CAT0190,WH0043,-14,OUT
SKU07447,CAT0386,WH0790,-4,OUT
SKU02603,CAT0650,WH0188,-2,OUT
SKU08046,CAT0213,WH0691,-12,OUT
SKU07794,CAT0250,WH0198,2,IN
SKU03023,CAT0150,WH0509,-20,OUT
SKU09648,CAT0481,WH0901,-2,OUT
SKU09619,CAT0693,WH0870,11,IN
SKU07135,CAT0973,WH0013,12,IN
SKU06621,CAT0188,WH0543,8,IN
SKU04985,CAT0814,WH0512,11,IN
SKU07546,CAT0422,WH0821,-10,OUT
SKU05132,CAT0455,WH0978,-16,OUT
SKU00107,CAT0854,WH0314,2,IN
SKU01933,CAT0509,WH0789,18,IN
SKU02061,CAT0630,WH0057,1,IN
SKU01401,CAT0865,WH0179,18,IN
SKU09211,CAT0310,WH0661,14,IN
SKU05772,CAT0293,WH0416,-10,OUT
SKU03769,CAT0411,WH0155,-2,OUT
SKU08117,CAT0895,WH0454,-14,OUT
SKU08515,CAT0498,WH0857,-10,OUT
SKU08172,CAT0746,WH0551,-20,OUT
SKU02085,CAT0051,WH0819,17,IN
SKU03184,CAT0657,WH0276,14,IN
SKU05157,CAT0626,WH0145,-9,OUT
SKU05865,CAT0275,WH0333,14,IN
SKU07000,CAT0892,WH0152,-13,OUT
SKU00903,CAT0435,WH0942,14,IN
SKU09949,CAT0766,WH0419,11,IN
SKU04494,CAT0374,WH0827,-12,OUT
SKU06480,CAT0112,WH0718,1,IN
SKU08009,CAT0544,WH0122,15,IN
SKU01133,CAT0835,WH0769,7,IN
SKU00196,CAT0723,WH0936,20,IN
SKU07762,CAT0929,WH0606,-7,OUT
SKU06119,CAT0181,WH0341,6,IN
SKU05864,CAT0237,WH0503,-16,OUT
SKU05426,CAT0752,WH0320,-20,OUT
SKU04180,CAT0972,WH0349,-6,OUT
SKU05186,CAT0793,WH0419,19,IN
SKU09569,CAT0408,WH0426,-15,OUT
